1.000000000	0.000002734	0.000080602	0.000056092	0.000071427	0.000034591	0.000009155	0.000115823	0.000130701	0.000115823	0.000115823	0.000130701	0.000027165	0.000071427	0.000049707	0.000027165	0.000115823	0.000130701	0.000115823	0.000034591	0.000014845	0.000130701	0.000130701	0.000102639	0.000130701	0.000130701	0.000049707	0.000044049	0.000130701	0.000130701	0.000130701	0.000130701	0.000166435	0.000102639	0.000027165	0.000021332	0.000080602	0.000090956	0.000115823	0.000130701
0.000002734	1.000000000	0.007955937	0.005536600	0.007050316	0.003414384	0.000903655	0.011432454	0.012900965	0.011432454	0.011432454	0.012900965	0.002681309	0.007050316	0.004906372	0.002681309	0.011432454	0.012900965	0.011432454	0.003414384	0.001465323	0.012900965	0.012900965	0.010131104	0.012900965	0.012900965	0.004906372	0.004347882	0.012900965	0.012900965	0.012900965	0.012900965	0.016428111	0.010131104	0.002105627	0.002105627	0.007955937	0.008977885	0.011432454	0.012900965
0.000080602	0.007955937	1.000000000	0.163214691	0.207837869	0.100653384	0.026639035	0.337019902	0.380310456	0.337019902	0.337019902	0.380310456	0.079042915	0.207837869	0.144636043	0.079042915	0.337019902	0.380310456	0.337019902	0.100653384	0.043196580	0.380310456	0.380310456	0.298657092	0.380310456	0.380310456	0.144636043	0.128172193	0.380310456	0.380310456	0.380310456	0.380310456	0.484287990	0.298657092	0.062072254	0.062072254	0.234534857	0.264661101	0.337019902	0.380310456
0.000056092	0.005536600	0.163214691	1.000000000	0.184179786	0.089196058	0.023606727	0.298657092	0.337019902	0.298657092	0.298657092	0.337019902	0.070045498	0.184179786	0.128172193	0.070045498	0.298657092	0.337019902	0.298657092	0.089196058	0.030060847	0.337019902	0.337019902	0.264661101	0.337019902	0.337019902	0.163214691	0.113582415	0.337019902	0.337019902	0.337019902	0.337019902	0.337019902	0.264661101	0.055006599	0.055006599	0.207837869	0.234534857	0.298657092	0.337019902
0.000071427	0.007050316	0.207837869	0.184179786	1.000000000	0.113582415	0.030060847	0.380310456	0.429161725	0.380310456	0.380310456	0.429161725	0.089196058	0.234534857	0.163214691	0.089196058	0.380310456	0.429161725	0.380310456	0.113582415	0.038279534	0.429161725	0.429161725	0.337019902	0.429161725	0.429161725	0.163214691	0.144636043	0.429161725	0.429161725	0.429161725	0.429161725	0.429161725	0.337019902	0.070045498	0.070045498	0.264661101	0.298657092	0.380310456	0.429161725
0.000034591	0.003414384	0.100653384	0.089196058	0.113582415	1.000000000	0.014558107	0.184179786	0.207837869	0.184179786	0.184179786	0.207837869	0.043196580	0.113582415	0.128172193	0.043196580	0.184179786	0.207837869	0.234534857	0.070045498	0.018538319	0.207837869	0.207837869	0.163214691	0.207837869	0.207837869	0.079042915	0.070045498	0.207837869	0.207837869	0.207837869	0.207837869	0.207837869	0.163214691	0.033922194	0.033922194	0.128172193	0.144636043	0.184179786	0.207837869
0.000009155	0.000903655	0.026639035	0.023606727	0.030060847	0.014558107	1.000000000	0.048745225	0.055006599	0.048745225	0.048745225	0.055006599	0.011432454	0.030060847	0.026639035	0.011432454	0.062072254	0.055006599	0.048745225	0.014558107	0.006247782	0.055006599	0.070045498	0.043196580	0.055006599	0.055006599	0.020919585	0.018538319	0.055006599	0.055006599	0.055006599	0.055006599	0.055006599	0.043196580	0.008977885	0.008977885	0.033922194	0.038279534	0.048745225	0.055006599
0.000115823	0.011432454	0.337019902	0.298657092	0.380310456	0.184179786	0.048745225	1.000000000	0.695908033	0.616693162	0.616693162	0.695908033	0.144636043	0.380310456	0.264661101	0.144636043	0.616693162	0.695908033	0.616693162	0.184179786	0.062072254	0.695908033	0.695908033	0.546495281	0.695908033	0.695908033	0.264661101	0.234534857	0.695908033	0.695908033	0.695908033	0.695908033	0.695908033	0.546495281	0.113582415	0.113582415	0.429161725	0.484287990	0.616693162	0.695908033
0.000130701	0.012900965	0.380310456	0.337019902	0.429161725	0.207837869	0.055006599	0.695908033	1.000000000	0.695908033	0.695908033	0.785298135	0.163214691	0.429161725	0.298657092	0.163214691	0.695908033	0.785298135	0.695908033	0.207837869	0.070045498	0.785298135	0.785298135	0.616693162	0.785298135	0.785298135	0.298657092	0.264661101	0.785298135	0.785298135	0.785298135	0.785298135	0.785298135	0.616693162	0.128172193	0.128172193	0.484287990	0.546495281	0.695908033	0.785298135
0.000115823	0.011432454	0.337019902	0.298657092	0.380310456	0.184179786	0.048745225	0.616693162	0.695908033	1.000000000	0.616693162	0.695908033	0.144636043	0.380310456	0.264661101	0.144636043	0.616693162	0.695908033	0.616693162	0.184179786	0.062072254	0.695908033	0.695908033	0.546495281	0.695908033	0.695908033	0.264661101	0.234534857	0.695908033	0.695908033	0.695908033	0.695908033	0.695908033	0.546495281	0.113582415	0.113582415	0.429161725	0.484287990	0.616693162	0.695908033
0.000115823	0.011432454	0.337019902	0.298657092	0.380310456	0.184179786	0.048745225	0.616693162	0.695908033	0.616693162	1.000000000	0.695908033	0.144636043	0.380310456	0.264661101	0.144636043	0.616693162	0.695908033	0.616693162	0.184179786	0.062072254	0.695908033	0.695908033	0.546495281	0.695908033	0.695908033	0.264661101	0.234534857	0.695908033	0.695908033	0.695908033	0.695908033	0.695908033	0.546495281	0.113582415	0.113582415	0.429161725	0.484287990	0.616693162	0.695908033
0.000130701	0.012900965	0.380310456	0.337019902	0.429161725	0.207837869	0.055006599	0.695908033	0.785298135	0.695908033	0.695908033	1.000000000	0.163214691	0.429161725	0.298657092	0.163214691	0.695908033	0.785298135	0.695908033	0.207837869	0.070045498	0.785298135	0.785298135	0.616693162	0.785298135	0.785298135	0.298657092	0.264661101	0.785298135	0.785298135	0.785298135	0.785298135	0.785298135	0.616693162	0.128172193	0.128172193	0.484287990	0.546495281	0.695908033	0.785298135
0.000027165	0.002681309	0.079042915	0.070045498	0.089196058	0.043196580	0.011432454	0.144636043	0.163214691	0.144636043	0.144636043	0.163214691	1.000000000	0.089196058	0.062072254	0.033922194	0.144636043	0.163214691	0.144636043	0.043196580	0.014558107	0.163214691	0.163214691	0.128172193	0.163214691	0.163214691	0.062072254	0.055006599	0.163214691	0.163214691	0.163214691	0.163214691	0.163214691	0.128172193	0.026639035	0.026639035	0.100653384	0.113582415	0.144636043	0.163214691
0.000071427	0.007050316	0.207837869	0.184179786	0.234534857	0.113582415	0.030060847	0.380310456	0.429161725	0.380310456	0.380310456	0.429161725	0.089196058	1.000000000	0.163214691	0.089196058	0.380310456	0.429161725	0.380310456	0.113582415	0.038279534	0.429161725	0.429161725	0.337019902	0.429161725	0.429161725	0.163214691	0.144636043	0.429161725	0.429161725	0.429161725	0.429161725	0.429161725	0.337019902	0.070045498	0.070045498	0.264661101	0.298657092	0.380310456	0.429161725
0.000049707	0.004906372	0.144636043	0.128172193	0.163214691	0.128172193	0.026639035	0.264661101	0.298657092	0.264661101	0.264661101	0.298657092	0.062072254	0.163214691	1.000000000	0.062072254	0.337019902	0.298657092	0.337019902	0.100653384	0.033922194	0.298657092	0.298657092	0.234534857	0.298657092	0.298657092	0.113582415	0.100653384	0.298657092	0.298657092	0.298657092	0.298657092	0.298657092	0.234534857	0.048745225	0.048745225	0.184179786	0.207837869	0.264661101	0.298657092
0.000027165	0.002681309	0.079042915	0.070045498	0.089196058	0.043196580	0.011432454	0.144636043	0.163214691	0.144636043	0.144636043	0.163214691	0.033922194	0.089196058	0.062072254	1.000000000	0.144636043	0.163214691	0.144636043	0.043196580	0.014558107	0.163214691	0.163214691	0.128172193	0.163214691	0.163214691	0.062072254	0.055006599	0.163214691	0.163214691	0.163214691	0.163214691	0.163214691	0.128172193	0.033922194	0.026639035	0.100653384	0.113582415	0.144636043	0.163214691
