1.000000000	0.511305381	0.009136136	0.511305381	0.014751901	0.511305381	0.051270810	0.511305381	0.511305381	0.511305381	0.383556273	0.237543765	0.028851449	0.422129964	0.511305381	0.383556273	0.422129964	0.348507396	0.237543765	0.464582955	0.001344066	0.261433192	0.511305381	0.011066154	0.464582955	0.511305381	0.464582955	0.001109651	0.464582955	0.383556273	0.511305381	0.511305381	0.511305381	0.316661240	0.261433192	0.082785759	0.091111401	0.422129964	0.464582955	0.383556273	0.511305381	0.511305381	0.348507396	0.008301287	0.178193707	0.038460852	0.147115415	0.215837322	0.287725145	0.133672198	0.068347314	0.511305381	0.422129964	0.383556273	0.511305381	0.511305381	0.511305381	0.511305381	0.348507396	0.464582955	0.147115415	0.464582955
0.511305381	1.000000000	0.014751901	0.825592650	0.023819544	0.825592650	0.082785759	0.825592650	0.825592650	0.825592650	0.619319201	0.383556273	0.038460852	0.681603224	0.825592650	0.619319201	0.681603224	0.562726612	0.383556273	0.750151060	0.002170232	0.422129964	0.825592650	0.017868256	0.750151060	0.825592650	0.750151060	0.001479237	0.750151060	0.619319201	0.825592650	0.825592650	0.825592650	0.422129964	0.422129964	0.133672198	0.147115415	0.681603224	0.750151060	0.619319201	0.825592650	0.825592650	0.562726612	0.013403892	0.237543765	0.051270810	0.237543765	0.348507396	0.464582955	0.215837322	0.110358784	0.825592650	0.681603224	0.619319201	0.825592650	0.825592650	0.825592650	0.825592650	0.562726612	0.750151060	0.237543765	0.750151060
0.009136136	0.014751901	1.000000000	0.014751901	0.000425614	0.014751901	0.002170232	0.014751901	0.014751901	0.014751901	0.011066154	0.006853482	0.001008253	0.012179061	0.014751901	0.011066154	0.014751901	0.010054943	0.008301287	0.013403892	0.000083469	0.011066154	0.014751901	0.000386722	0.013403892	0.014751901	0.013403892	0.000046970	0.013403892	0.011066154	0.014751901	0.014751901	0.014751901	0.009136136	0.007542726	0.002388489	0.003184011	0.012179061	0.013403892	0.011066154	0.014751901	0.014751901	0.012179061	0.000624430	0.005141147	0.001344066	0.005141147	0.006227220	0.008301287	0.005658184	0.002893060	0.017868256	0.012179061	0.013403892	0.014751901	0.014751901	0.014751901	0.014751901	0.010054943	0.013403892	0.006227220	0.016235478
0.511305381	0.825592650	0.014751901	1.000000000	0.028851449	0.825592650	0.082785759	0.825592650	0.825592650	0.825592650	0.619319201	0.383556273	0.038460852	0.681603224	0.825592650	0.619319201	0.681603224	0.562726612	0.383556273	0.908621291	0.002628696	0.422129964	0.825592650	0.021642945	0.750151060	0.825592650	0.750151060	0.001479237	0.750151060	0.619319201	0.825592650	1.000000000	0.825592650	0.422129964	0.511305381	0.133672198	0.178193707	0.681603224	0.750151060	0.619319201	0.825592650	0.825592650	0.681603224	0.013403892	0.287725145	0.051270810	0.237543765	0.422129964	0.464582955	0.215837322	0.133672198	0.825592650	0.681603224	0.619319201	0.825592650	0.825592650	0.825592650	0.825592650	0.562726612	0.750151060	0.237543765	0.750151060
0.014751901	0.023819544	0.000425614	0.028851449	1.000000000	0.023819544	0.003504222	0.028851449	0.023819544	0.023819544	0.017868256	0.016235478	0.001628002	0.019665241	0.023819544	0.017868256	0.023819544	0.016235478	0.013403892	0.026215041	0.000075842	0.012179061	0.023819544	0.000756342	0.021642945	0.023819544	0.021642945	0.000062614	0.021642945	0.017868256	0.023819544	0.028851449	0.023819544	0.012179061	0.014751901	0.003856637	0.006227220	0.019665241	0.021642945	0.017868256	0.023819544	0.023819544	0.019665241	0.000567371	0.008301287	0.001479237	0.006853482	0.014751901	0.016235478	0.006227220	0.003856637	0.023819544	0.023819544	0.017868256	0.023819544	0.023819544	0.023819544	0.023819544	0.016235478	0.021642945	0.006853482	0.021642945
0.511305381	0.825592650	0.014751901	0.825592650	0.023819544	1.000000000	0.082785759	0.825592650	0.825592650	0.825592650	0.619319201	0.383556273	0.038460852	0.681603224	0.825592650	0.619319201	0.681603224	0.562726612	0.383556273	0.750151060	0.002170232	0.422129964	0.825592650	0.017868256	0.750151060	0.825592650	0.750151060	0.001479237	0.750151060	0.619319201	0.825592650	0.825592650	0.825592650	0.422129964	0.422129964	0.133672198	0.147115415	0.681603224	0.750151060	0.619319201	0.825592650	0.825592650	0.562726612	0.013403892	0.237543765	0.051270810	0.237543765	0.348507396	0.464582955	0.215837322	0.110358784	0.825592650	0.681603224	0.619319201	0.825592650	0.825592650	0.825592650	0.825592650	0.562726612	0.750151060	0.237543765	0.750151060
0.051270810	0.082785759	0.002170232	0.082785759	0.003504222	0.082785759	1.000000000	0.082785759	0.082785759	0.082785759	0.062101825	0.038460852	0.005658184	0.068347314	0.082785759	0.062101825	0.082785759	0.056427040	0.038460852	0.075220903	0.000263591	0.051270810	0.082785759	0.002628696	0.075220903	0.082785759	0.075220903	0.000179664	0.075220903	0.062101825	0.082785759	0.082785759	0.082785759	0.042328804	0.042328804	0.016235478	0.017868256	0.068347314	0.075220903	0.062101825	0.082785759	0.082785759	0.056427040	0.001628002	0.023819544	0.006227220	0.028851449	0.042328804	0.056427040	0.026215041	0.019665241	0.100274341	0.068347314	0.075220903	0.082785759	0.082785759	0.082785759	0.082785759	0.068347314	0.075220903	0.034946349	0.075220903
0.511305381	0.825592650	0.014751901	0.825592650	0.028851449	0.825592650	0.082785759	1.000000000	0.825592650	0.825592650	0.619319201	0.383556273	0.038460852	0.681603224	0.825592650	0.619319201	0.681603224	0.562726612	0.383556273	0.750151060	0.002170232	0.422129964	0.825592650	0.017868256	0.750151060	0.825592650	0.750151060	0.001479237	0.750151060	0.619319201	0.825592650	0.825592650	0.825592650	0.422129964	0.422129964	0.133672198	0.147115415	0.681603224	0.750151060	0.619319201	0.825592650	0.825592650	0.562726612	0.013403892	0.237543765	0.051270810	0.237543765	0.348507396	0.464582955	0.215837322	0.110358784	0.825592650	0.681603224	0.619319201	0.825592650	0.825592650	0.825592650	0.825592650	0.562726612	0.750151060	0.237543765	0.750151060
0.511305381	0.825592650	0.014751901	0.825592650	0.023819544	0.825592650	0.082785759	0.825592650	1.000000000	0.825592650	0.619319201	0.383556273	0.038460852	0.681603224	0.825592650	0.619319201	0.681603224	0.562726612	0.383556273	0.750151060	0.002170232	0.422129964	0.825592650	0.017868256	0.750151060	0.825592650	0.750151060	0.001479237	0.750151060	0.619319201	0.825592650	0.825592650	0.825592650	0.422129964	0.422129964	0.133672198	0.147115415	0.681603224	0.750151060	0.619319201	0.825592650	0.825592650	0.562726612	0.013403892	0.237543765	0.051270810	0.237543765	0.348507396	0.464582955	0.215837322	0.110358784	0.825592650	0.681603224	0.619319201	0.825592650	0.825592650	0.825592650	0.825592650	0.562726612	0.750151060	0.237543765	0.750151060
0.511305381	0.825592650	0.014751901	0.825592650	0.023819544	0.825592650	0.082785759	0.825592650	0.825592650	1.000000000	0.619319201	0.383556273	0.038460852	0.681603224	0.825592650	0.619319201	0.681603224	0.562726612	0.383556273	0.750151060	0.002170232	0.422129964	0.825592650	0.017868256	0.750151060	0.825592650	0.750151060	0.001479237	0.750151060	0.619319201	0.825592650	0.825592650	0.825592650	0.422129964	0.422129964	0.133672198	0.147115415	0.681603224	0.750151060	0.619319201	0.825592650	0.825592650	0.562726612	0.013403892	0.237543765	0.051270810	0.237543765	0.348507396	0.464582955	0.215837322	0.110358784	0.825592650	0.681603224	0.619319201	0.825592650	0.825592650	0.825592650	0.825592650	0.562726612	0.750151060	0.237543765	0.750151060
